,no,sicherheit,datum_text,tag_post,monat_post,jahr_post,tag_ante,monat_ante,jahr_ante,lokalitat_name,lokalitat_agglomeration,lokalitat_politik,bi1_lokalitatname,bi2_lokalitatname,bi3_lokalitatname,bi4_lokalitatname,bi5_lokalitatname,gg1_lokalitatname,gg2_lokalitatname,gg3_lokalitatname,gg4_lokalitatname,gg5_lokalitatname,aussteller
886,872.0,1.0,1/26/(1275),26.0,1.0,1275.0,26.0,1.0,1275.0,Wien,Wien,1.0,Seckau,Offenburg,Knittelfeld,,,Feistritz bei Prank,,,,,Ja
887,873.0,1.0,02.06.1275,6.0,2.0,1275.0,6.0,2.0,1275.0,Wien,Wien,1.0,Osek,,,,,,,,,,Ja
888,874.0,2.0,6.2.(1275),6.0,2.0,1275.0,6.0,2.0,1275.0,Wien,Wien,1.0,Osek,,,,,,,,,,Ja
891,877.0,1.0,2/28/1275,28.0,2.0,1275.0,28.0,2.0,1275.0,Praha,Praha,1.0,Salzburg,,,,,,,,,,Ja
893,879.0,1.0,03.09.1275,9.0,3.0,1275.0,9.0,3.0,1275.0,Praha,Praha,1.0,,,,,,,,,,,Ja
894,880.0,1.0,03.09.1275,9.0,3.0,1275.0,9.0,3.0,1275.0,Praha,Praha,1.0,,,,,,,,,,,Ja
895,881.0,1.0,03.10.1275,10.0,3.0,1275.0,10.0,3.0,1275.0,Praha,Praha,1.0,Chotěšov,,,,,,,,,,Ja
896,882.0,1.0,3/15/1275,15.0,3.0,1275.0,15.0,3.0,1275.0,Praha,Praha,1.0,Raitenhaslach,,,,,Stein an der Donau,Ybbs an der Donau,Emmersdorf an der Donau,Linz,,Ja
898,884.0,1.0,3/19/1275,19.0,3.0,1275.0,19.0,3.0,1275.0,Praha,Praha,1.0,Kladruby,,,,,,,,,,Ja
900,886.0,1.0,04.06.1275,6.0,4.0,1275.0,6.0,4.0,1275.0,Brno,Brno,1.0,St. Lambrecht,Neumarkt,,,,Neumarkt,,,,,Ja
903,889.0,1.0,5/29/1275,29.0,5.0,1275.0,29.0,5.0,1275.0,Praha,Praha,1.0,Salzburg,,,,,,,,,,Ja
904,890.0,1.0,5/29/1275,29.0,5.0,1275.0,29.0,5.0,1275.0,Praha,Praha,1.0,Salzburg,,,,,,,,,,Ja
906,892.0,1.0,06.02.1275,2.0,6.0,1275.0,2.0,6.0,1275.0,Praha,Praha,1.0,Olomouc,Fulštejn,,,,Fulštejn,,,,,Ja
907,893.0,3.0,06.05.1275,5.0,6.0,1275.0,5.0,6.0,1275.0,Kamýk nad Vltavou,Kamýk nad Vltavou,1.0,Uherský Brod,,,,,,,,,,Ja
908,894.0,3.0,zwischen 5.6.1275- vor Ende Juny 1275/sicher vor 29..8.1275,5.0,6.0,1275.0,29.0,8.0,1275.0,Wien,Wien,1.0,,,,,,,,,,,-
910,896.0,2.0,8/30/(1275),30.0,8.0,1275.0,30.0,8.0,1275.0,Veveří,Brno,1.0,Rein,Steiermark,Dědice,,,Bad Aussee,,,,,Ja
911,897.0,3.0,09.01.1275,1.0,9.0,1275.0,1.0,9.0,1275.0,Kamýk nad Vltavou,Kamýk nad Vltavou,1.0,Głubczyce,,,,,,,,,,Ja
912,898.0,1.0,09.12.1275,12.0,9.0,1275.0,12.0,9.0,1275.0,Kamýk nad Vltavou,Kamýk nad Vltavou,1.0,Waldsassen,,,,,Planá,,,,,Ja
913,899.0,1.0,9/30/1275,30.0,9.0,1275.0,30.0,9.0,1275.0,Brno,Brno,1.0,Jihlava,,,,,,,,,,Ja
918,904.0,3.0,kurz vor 19.12.1275,15.0,12.0,1275.0,17.0,12.0,1275.0,Praha,Praha,1.0,,,,,,,,,,,-
919,905.0,1.0,12/19/1275,19.0,12.0,1275.0,19.0,12.0,1275.0,Křivoklát,Křivoklát,1.0,Trnovany,,,,,Očihovec,Cerhovice,,,,Ja
928,914.0,2.0,8.2.1276 (nicht ganz ausgeschlossen 1277),8.0,2.0,1276.0,8.0,2.0,1276.0,Praha,Praha,1.0,Teplá,,,,,,,,,,Ja
929,915.0,1.0,2/25/1276,25.0,2.0,1276.0,25.0,2.0,1276.0,Praha,Praha,1.0,Gurk,,,,,Podgrad,Šentjur pri Celju,,,,Ja
930,916.0,1.0,3/13/1276,13.0,3.0,1276.0,13.0,3.0,1276.0,Praha,Praha,1.0,Doksany,,,,,,,,,,Ja
931,917.0,2.0,3/13/1276,13.0,3.0,1276.0,13.0,3.0,1276.0,Praha,Praha,1.0,Doksany,,,,,,,,,,Ja
932,918.0,1.0,3/15/1276,15.0,3.0,1276.0,15.0,3.0,1276.0,Praha,Praha,1.0,Vilémov,,,,,,,,,,Ja
933,920.0,3.0,"wohl Anfang des Jahres 1276, vor 28.4.1276, nicht ganz ausgeschlossen nach 9.7.- vor 6.10.",1.0,1.0,1276.0,6.0,10.0,1276.0,Praha,Praha,1.0,Wien,,,,,,,,,,M
934,921.0,3.0,"2.4.1276, oder auch möglich 1275",2.0,4.0,1276.0,2.0,4.0,1276.0,Poděbrady,Poděbrady,1.0,Oberösterreich,Niederösterreich,,,,,,,,,Ja
935,922.0,1.0,4/28/1276,28.0,4.0,1276.0,28.0,4.0,1276.0,Brno,Brno,1.0,Olomouc,,,,,Hejčín,,,,,Ja
937,924.0,1.0,05.01.1276,1.0,5.0,1276.0,1.0,5.0,1276.0,Brno,Brno,1.0,Freising,,,,,Waidhofen an der Ybbs,Holenstein an der Ybbs,Ulmerfeld,,,Ja
938,925.0,1.0,05.01.1276,1.0,5.0,1276.0,1.0,5.0,1276.0,Brno,Brno,1.0,Freising,,,,,,,,,,Ja
939,926.0,2.0,05.03.1276,3.0,5.0,1276.0,3.0,5.0,1276.0,Brno,Brno,1.0,Seckau,Massenburg,,,,Massenburg,,,,,Ja
941,928.0,1.0,5/27/1276,27.0,5.0,1276.0,27.0,5.0,1276.0,Znojmo,Znojmo,1.0,Olomouc,,,,,Rozvadovice,,,,,Ja
942,929.0,1.0,5/28/1276,28.0,5.0,1276.0,28.0,5.0,1276.0,Znojmo,Znojmo,1.0,Brno,,,,,,,,,,Ja
943,930.0,1.0,5/31/1276,31.0,5.0,1276.0,31.0,5.0,1276.0,Znojmo,Znojmo,1.0,Klosterneuburg,,,,,,,,,,Ja
944,931.0,1.0,06.02.1276,2.0,6.0,1276.0,2.0,6.0,1276.0,Znojmo,Znojmo,1.0,Freising,,,,,Theiß,,,,,Ja
945,932.0,1.0,06.03.1276,3.0,6.0,1276.0,3.0,6.0,1276.0,Znojmo,Znojmo,1.0,Salzburg,,,,,Dobrenje,,,,,Ja
946,933.0,1.0,06.03.1276,3.0,6.0,1276.0,3.0,6.0,1276.0,Znojmo,Znojmo,1.0,Salzburg,,,,,Neumarkt,,,,,Ja
947,934.0,1.0,06.03.1276,3.0,6.0,1276.0,3.0,6.0,1276.0,Znojmo,Znojmo,1.0,Salzburg,Linz,,,,Linz,,,,,Ja
948,935.0,1.0,06.06.1276,6.0,6.0,1276.0,6.0,6.0,1276.0,Přištpo,Přištpo,1.0,Nová Říše,,,,,,,,,,Ja
950,936.0,1.0,07.07.1276,7.0,7.0,1276.0,7.0,7.0,1276.0,Freistadt,Freistadt,1.0,Baumgartenberg,Krems an der Donau,,,,Krems an der Donau,,,,,Ja
951,937.0,1.0,07.07.1276,7.0,7.0,1276.0,7.0,7.0,1276.0,Freistadt,Freistadt,1.0,Baumgartenberg,,,,,,,,,,Ja
954,940.0,1.0,8.7.1276,8.0,7.0,1276.0,8.0,7.0,1276.0,Freistadt,Freistadt,1.0,Gleink,,,,,Haidershofen,,,,,Ja
955,941.0,1.0,08.02.1276,2.0,8.0,1276.0,2.0,8.0,1276.0,Praha,Praha,1.0,Stainz,,,,,,,,,,Ja
956,942.0,3.0,8/26/(1276),26.0,8.0,1276.0,26.0,8.0,1276.0,Praha,Praha,1.0,Spital am Pyhrn,Kremsmünster,,,,Windischgarsten,,,,,Ja
957,943.0,1.0,8/30/1276,30.0,8.0,1276.0,30.0,8.0,1276.0,Praha,Praha,1.0,Spital am Pyhrn,,,,,Windischgarsten,,,,,Ja
960,946.0,1.0,09.07.1276,7.0,9.0,1276.0,7.0,9.0,1276.0,Praha,Praha,1.0,Judenburg,,,,,,,,,,Ja
974,960.0,2.0,um 6.10.1276,1.0,10.0,1276.0,11.0,10.0,1276.0,Freistadt,Freistadt,1.0,,,,,,,,,,,-
975,961.0,1.0,10.06.1276,6.0,10.0,1276.0,6.0,10.0,1276.0,Freistadt,Freistadt,1.0,Puchheim,,,,,Valtice,,,,,Ja
977,963.0,2.0,Kurz nach 6.10.1276,8.0,10.0,1276.0,10.0,10.0,1276.0,Zwettl,Zwettl,1.0,Zwettl,,,,,,,,,,M
978,964.0,2.0,Länger nach 6.10.1276,11.0,10.0,1276.0,16.0,10.0,1276.0,Drosendorf,Drosendorf,1.0,,,,,,,,,,,-
979,965.0,2.0,"Um die Mitte Oktobers und die zweite Hälfte von Oktober, bis zum Ende Novembers 1276",10.0,10.0,1276.0,30.0,11.0,1276.0,Korneuburg,Wien,1.0,,,,,,,,,,,-
997,983.0,1.0,25.11.1276,25.0,11.0,1276.0,25.0,11.0,1276.0,Kahlenberg (heute Leopoldberg),Wien,2.0,,,,,,,,,,,-
998,984.0,1.0,26.11.1276,26.0,11.0,1276.0,26.0,11.0,1276.0,Wien,Wien,2.0,,,,,,,,,,,Ja
1000,986.0,3.0,wohl Dezember 1276,1.0,12.0,1276.0,31.0,12.0,1276.0,Praha,Praha,1.0,,,,,,,,,,,-
1003,989.0,3.0,Nach 27.3- kurz vor 20.4.1277,30.0,12.0,1277.0,17.0,4.0,1277.0,Opava,Opava,1.0,,,,,,,,,,,-
1004,990.0,1.0,4/20/1277,20.0,4.0,1277.0,20.0,4.0,1277.0,Brno,Brno,1.0,Opava,,,,,Skřípov,,,,,Ja
1009,995.0,2.0,zwischen 20.-27.4. 1277,20.0,4.0,1277.0,27.0,4.0,1277.0,Brno,Brno,1.0,Olomouc,Bítov,,,,,,,,,M
1010,996.0,2.0,zwischen 20.-27.4. 1277,20.0,4.0,1277.0,27.0,4.0,1277.0,Brno,Brno,1.0,Nürnberg,,,,,,,,,,Ja
1011,997.0,2.0,05.01.1277,1.0,5.0,1277.0,1.0,5.0,1277.0,Brno,Brno,1.0,Břevnov,,,,,Žďákov,,,,,Ja
1014,1000.0,2.0,14.5.1277,14.0,5.0,1277.0,14.0,5.0,1277.0,Jindřichův Hradec,Jindřichův Hradec,1.0,Nürnberg,,,,,,,,,,Ja
1015,1001.0,3.0,18.5.1277 (nicht ganz ausgeschlossen 17.6.1277),18.0,5.0,1277.0,17.0,6.0,1277.0,Praha,Praha,1.0,Nürnberg,,,,,,,,,,Ja
1017,1003.0,3.0,26.5.(1277),26.0,5.0,1277.0,26.0,5.0,1277.0,Hradec Králové,Hradec Králové,1.0,,,,,,,,,,,Ja
1018,1004.0,1.0,5/30/1277,30.0,5.0,1277.0,30.0,5.0,1277.0,Praha,Praha,1.0,Plasy,,,,,Řeporyje,,,,,Ja
1019,1005.0,1.0,06.01.1277,1.0,6.0,1277.0,1.0,6.0,1277.0,Praha,Praha,1.0,Ostrov,,,,,Jemníky,Dolní Černošice,Lahovice,,,Ja
1020,1006.0,3.0,20.6.(1277),20.0,6.0,1277.0,20.0,6.0,1277.0,Uničov,Uničov,1.0,Nürnberg,,,,,,,,,,Ja
1021,1007.0,3.0,26.6.(1277),26.0,6.0,1277.0,26.0,6.0,1277.0,Hradec nad Moravicí,Hradec nad Moravicí,1.0,Nürnberg,,,,,,,,,,Ja
1022,1008.0,3.0,30.6.(1277),30.0,6.0,1277.0,30.0,6.0,1277.0,Hradec nad Moravicí,Hradec nad Moravicí,1.0,Nürnberg,,,,,,,,,,Ja
1025,1011.0,3.0,15.7.1277,15.0,7.0,1277.0,15.0,7.0,1277.0,Wrocław,Wrocław,2.0,Nürnberg,,,,,,,,,,Ja
1026,1012.0,3.0,um 15.7.1277,10.0,7.0,1277.0,20.0,7.0,1277.0,Wrocław,Wrocław,2.0,,,,,,,,,,,-
1027,1013.0,3.0,Nach Mitte Juli,15.0,7.0,1277.0,22.0,7.0,1277.0,Wrocław,Wrocław,2.0,Nürnberg,,,,,,,,,,Ja
1029,1015.0,3.0,15.8.(1277),15.0,8.0,1277.0,15.0,8.0,1277.0,Hradec nad Moravicí,Hradec nad Moravicí,1.0,Olomouc,,,,,,,,,,Ja
1032,1018.0,1.0,4.9.1277,4.0,9.0,1277.0,4.0,9.0,1277.0,Praha,Praha,1.0,Doubravník,,,,,Brno,Řečkovice,Jundrov,,,Ja
1033,1019.0,2.0,8.9.1277,8.0,9.0,1277.0,8.0,9.0,1277.0,Praha,Praha,1.0,Praha,,,,,,,,,,M
1034,1020.0,1.0,09.12.1277,12.0,9.0,1277.0,12.0,9.0,1277.0,Praha,Praha,1.0,,,,,,,,,,,Ja
1035,1021.0,1.0,10/16/1277,16.0,10.0,1277.0,16.0,10.0,1277.0,Litoměřice,Litoměřice,1.0,Vyšehrad,Litoměřice,,,,,,,,,Ja
1036,1022.0,1.0,10/31/(1277),31.0,10.0,1277.0,31.0,10.0,1277.0,Poděbrady,Poděbrady,1.0,,,,,,,,,,,Ja
1038,1024.0,3.0,Ende 1277,1.0,12.0,1277.0,31.0,12.0,1277.0,Opava,Opava,1.0,,,,,,,,,,,-
1042,1028.0,1.0,01.10.1278,10.0,1.0,1278.0,10.0,1.0,1278.0,Olomouc,Olomouc,1.0,Uherský Brod,,,,,,,,,,Ja
1045,1031.0,2.0,1/24/1278,24.0,1.0,1278.0,24.0,1.0,1278.0,Brno,Brno,1.0,Kłodzko,,,,,,,,,,Ja
1046,1032.0,3.0,7.2.1278,7.0,2.0,1278.0,7.0,2.0,1278.0,Praha,Praha,1.0,Frýdlant,,,,,Frýdlant,,,,,M
1047,1033.0,3.0,4.3.(1278),4.0,3.0,1278.0,4.0,3.0,1278.0,Praha,Praha,1.0,Trhové Sviny,,,,,,,,,,Ja
1048,1034.0,1.0,3/26/1278,26.0,3.0,1278.0,26.0,3.0,1278.0,Praha,Praha,1.0,Most,,,,,,,,,,Ja
1049,1035.0,1.0,6/30/1278,30.0,6.0,1278.0,30.0,6.0,1278.0,Praha,Praha,1.0,Sedlec,,,,,ein Wald Bor zwischen Kolín und Čáslav,,,,,Ja
1050,1036.0,2.0,am 30.6.1278 oder ein Paar Tagen danach,25.0,6.0,1278.0,30.0,6.0,1278.0,Praha,Praha,1.0,,,,,,,,,,,-
1052,1038.0,3.0,Kurz nach 30.6.1278- kurz vor 15.7.1278,2.0,6.0,1278.0,13.0,7.0,1278.0,Brno,Brno,1.0,,,,,,,,,,,-
1053,1039.0,2.0,"Um 25.7.1278, hier blieb bis zum um10.8.1278",20.0,7.0,1278.0,10.0,8.0,1278.0,Drosendorf,Drosendorf,2.0,,,,,,,,,,,-
1055,1041.0,2.0,um 8.8. oder 10.8.1278,3.0,8.0,1278.0,15.0,8.0,1278.0,Laa an der Thaya,Laa an der Thaya,2.0,,,,,,,,,,,-
1057,1043.0,2.0,"um 20.8, oder 23.8. 1278",15.0,8.0,1278.0,28.0,8.0,1278.0,Jedenspeigen,Jedenspeigen,2.0,,,,,,,,,,,-
1092,1078.0,1.0,26.8.1278,26.0,8.0,1278.0,26.0,8.0,1278.0,Jedenspeigen,Jedenspeigen,2.0,,,,,,,,,,,-
